molecule_id,molecular_weight,logP,num_hydrogen_bond_donors,num_hydrogen_bond_acceptors,topological_polar_surface_area,rotatable_bonds,aromatic_rings,bioactivity_score,toxicity_risk_level,drug_likeness,binding_affinity_kcal_mol,clinical_trial_phase_prediction
1911,479.94,1.77,5,3,95.49,4,3,0.698,Medium,Yes,-9.55,Preclinical
1912,517.35,3.21,1,2,34.39,6,4,0.465,High,Yes,-8.86,Preclinical
1913,397.85,2.99,1,1,103.86,9,1,0.925,Medium,Yes,-9.27,Phase III
1914,387.56,2.93,2,3,86.72,9,4,0.657,Low,Yes,-8.42,Preclinical
1915,214.92,2.6,2,10,124.04,2,0,0.145,High,Yes,-9.24,Phase III
1916,309.3,2.45,2,6,69.84,8,3,0.393,Low,No,-7.28,Phase II
1917,290.92,5.37,2,9,83.9,9,1,0.682,Low,No,-8.32,Preclinical
1918,303.44,3.92,1,11,123.67,11,4,0.877,Low,No,-6.55,Preclinical
1919,337.39,3.37,4,5,131.49,3,1,1.09,Medium,Yes,-8.96,Preclinical
1920,314.59,2.63,4,3,69.6,9,0,0.506,Low,No,-7.12,Preclinical
1921,201.55,3.71,2,5,95.45,1,3,0.654,Medium,Yes,-7.56,Phase I
1922,406.09,3.12,3,5,98.83,2,1,0.347,Medium,Yes,-6.91,Phase I
1923,269.54,2.53,0,5,101.21,4,0,0.278,High,Yes,-6.69,Phase I
1924,367.94,2.14,5,7,82.12,2,2,0.079,Low,Yes,-6.53,Phase II
1925,505.56,2.4,3,5,128.44,4,1,0.597,Low,No,-6.25,Preclinical
1926,281.05,-1.3,5,7,33.31,3,3,0.816,Low,Yes,-6.69,Preclinical
1927,160.23,2.75,3,9,77.37,12,5,0.694,Low,Yes,-7.05,Phase II
1928,328.55,1.91,3,5,103.44,10,5,0.522,Medium,Yes,-8.5,Preclinical
1929,432.57,4.41,4,2,103.72,9,1,0.806,Medium,No,-6.22,Preclinical
1930,496.88,2.52,0,5,130.58,12,1,1.238,Medium,No,-8.55,Phase II
1931,257.78,1.07,3,8,125.95,2,0,0.292,Medium,Yes,-7.94,Phase III
1932,387.25,2.44,2,4,81.43,11,4,-0.106,High,No,-8.79,Phase III
1933,315.1,1.24,5,2,129.0,5,5,0.586,Low,No,-8.82,Preclinical
1934,342.05,3.07,4,10,68.58,7,4,0.771,High,Yes,-7.98,Phase I
1935,548.33,2.85,5,3,117.93,12,5,0.113,Low,Yes,-7.85,Preclinical
1936,237.28,3.65,2,9,144.32,11,1,0.708,Medium,Yes,-8.72,Phase III
1937,369.03,1.55,2,9,126.45,3,3,0.416,Medium,Yes,-7.47,Preclinical
1938,385.08,2.54,3,8,93.17,8,3,0.584,Medium,No,-7.26,Preclinical
1939,431.43,0.86,2,8,80.05,5,5,0.27,Low,Yes,-8.32,Phase III
1940,357.35,3.34,0,8,44.14,4,5,0.255,Medium,Yes,-4.07,Phase III
1941,373.1,3.12,2,8,99.32,2,0,0.224,High,No,-7.0,Phase II
1942,320.63,3.09,3,8,56.54,4,1,0.667,Medium,Yes,-7.32,Preclinical
1943,370.18,2.5,5,1,66.21,4,1,0.344,Medium,Yes,-8.51,Phase I
1944,324.26,3.0,2,6,54.28,13,4,0.567,Low,Yes,-7.29,Phase II
1945,396.62,4.43,4,9,76.19,14,0,0.507,Low,Yes,-7.14,Phase I
1946,322.28,2.16,4,8,89.16,11,2,0.205,High,Yes,-7.51,Preclinical
1947,378.28,2.67,4,3,98.21,11,3,0.519,Medium,No,-5.37,Preclinical
1948,347.81,1.2,5,11,71.98,3,3,0.559,Medium,Yes,-10.05,Phase III
1949,434.45,1.46,1,1,122.08,11,1,0.766,Low,No,-8.07,Phase I
1950,346.15,2.62,4,2,83.75,5,0,0.874,Low,Yes,-6.43,Phase II
1951,217.02,3.82,4,11,66.37,2,2,0.245,Low,Yes,-8.84,Preclinical
1952,444.64,2.19,1,2,96.79,9,3,0.589,Low,No,-9.82,Phase I
1953,282.07,2.22,5,7,148.91,0,0,-0.054,Low,Yes,-8.28,Phase III
1954,300.97,2.01,4,6,100.05,6,2,0.713,Low,No,-5.93,Preclinical
1955,305.33,1.86,3,11,79.11,6,5,0.774,Medium,No,-8.81,Phase II
1956,453.08,2.85,5,2,44.18,11,1,-0.168,Medium,Yes,-8.03,Preclinical
1957,189.82,0.7,4,8,83.42,3,4,0.415,Low,Yes,-6.87,Preclinical
1958,585.33,4.04,4,9,97.05,8,3,0.276,Medium,No,-8.37,Phase II
1959,429.2,1.7,1,7,78.37,11,3,0.415,High,No,-8.16,Phase II
1960,366.74,3.37,3,4,40.04,1,2,0.365,Low,Yes,-8.48,Phase II
1961,345.88,0.98,5,1,64.48,14,4,0.489,High,Yes,-8.35,Preclinical
1962,371.42,3.3,2,4,133.64,12,5,0.747,High,Yes,-9.24,Preclinical
1963,389.08,3.31,0,4,133.02,0,0,0.422,Low,Yes,-7.89,Phase III
1964,398.39,2.96,3,8,63.4,14,1,0.253,Low,No,-5.9,Preclinical
1965,391.67,1.31,2,4,110.18,2,0,0.451,Low,Yes,-5.13,Phase II
1966,356.72,2.8,3,4,54.64,6,2,0.437,Medium,Yes,-5.63,Preclinical
1967,335.2,1.08,2,2,132.13,8,3,0.478,Low,Yes,-7.29,Phase III
1968,338.65,2.2,2,10,97.36,1,5,0.343,Low,Yes,-5.01,Phase III
1969,335.38,3.74,3,7,118.49,5,3,0.591,Medium,Yes,-4.05,Preclinical
1970,435.03,3.46,1,4,38.55,2,0,0.823,Low,Yes,-7.23,Phase II
1971,394.52,2.52,3,11,110.33,4,5,0.183,High,Yes,-8.99,Preclinical
1972,129.47,1.33,3,6,89.77,11,1,0.613,Low,Yes,-5.53,Preclinical
1973,399.19,3.27,2,3,115.56,8,2,0.74,High,Yes,-9.31,Phase I
1974,364.61,2.52,0,7,117.45,2,1,0.392,Low,Yes,-8.83,Phase I
1975,348.6,-0.28,2,6,91.97,0,2,0.813,Low,No,-10.62,Preclinical
1976,320.86,3.44,4,3,71.98,4,1,0.485,Low,No,-6.41,Phase I
1977,434.31,2.47,3,4,113.39,0,0,0.219,High,Yes,-10.97,Preclinical
1978,421.06,3.94,5,10,88.2,7,4,0.182,Low,Yes,-6.01,Preclinical
1979,292.03,1.19,3,5,63.82,6,5,0.696,Medium,No,-4.79,Phase I
1980,380.53,-1.31,1,9,62.4,14,2,0.673,High,Yes,-4.91,Phase I
1981,277.13,2.83,5,6,45.69,10,0,0.891,Medium,No,-9.4,Phase II
1982,246.53,2.85,2,4,74.69,1,3,0.668,Low,No,-10.3,Phase I
1983,303.0,0.47,1,11,123.08,13,3,0.475,High,Yes,-8.46,Phase III
1984,414.68,1.33,3,11,95.33,10,1,0.621,High,Yes,-6.18,Phase I
1985,421.48,5.81,2,7,74.11,8,3,0.518,Low,Yes,-5.69,Preclinical
1986,388.48,2.13,2,2,114.15,4,4,0.417,Medium,Yes,-6.5,Phase I
1987,404.38,3.38,4,4,65.03,6,2,0.363,High,No,-6.71,Phase II
1988,388.71,1.72,4,5,92.86,3,1,0.069,High,No,-3.96,Phase I
1989,301.89,-0.01,0,4,84.61,11,2,0.314,Low,Yes,-8.22,Phase II
1990,382.39,2.3,4,4,113.37,12,2,0.495,Medium,Yes,-8.67,Preclinical
1991,410.03,2.18,5,11,42.68,0,0,-0.177,Low,Yes,-9.28,Preclinical
1992,406.57,2.02,2,9,64.49,13,3,0.371,Low,Yes,-6.85,Phase II
1993,439.17,2.36,4,11,40.85,7,5,0.73,Low,Yes,-7.77,Preclinical
1994,403.12,2.82,0,2,82.21,12,2,0.836,Low,No,-6.26,Phase I
1995,376.36,2.32,3,6,126.34,0,4,0.368,Medium,Yes,-8.18,Phase I
1996,430.26,0.98,5,8,74.84,2,4,0.359,Medium,Yes,-6.56,Phase I
1997,348.01,3.08,4,8,74.68,5,5,0.32,Low,Yes,-8.08,Phase I
1998,283.86,0.16,2,11,116.15,7,3,0.36,Low,Yes,-7.74,Preclinical
1999,337.77,0.04,3,7,122.06,7,3,0.786,Low,Yes,-7.6,Phase III
2000,294.13,3.39,2,10,87.34,1,1,0.907,High,Yes,-10.05,Phase II
2001,299.36,3.11,3,11,110.54,8,1,0.078,High,Yes,-7.71,Phase I
2002,339.16,2.43,5,4,57.69,3,1,0.297,Low,No,-6.66,Preclinical
2003,290.57,0.83,2,7,131.34,3,3,0.034,High,Yes,-8.98,Preclinical
2004,326.9,1.65,4,10,154.46,14,2,0.493,Low,Yes,-4.63,Phase II
2005,207.98,2.18,4,6,105.64,13,0,0.378,Medium,No,-7.49,Preclinical
2006,366.0,0.58,0,11,27.47,1,5,0.59,High,No,-8.44,Preclinical
2007,350.09,1.61,3,6,73.25,0,5,0.666,Low,Yes,-8.49,Preclinical
2008,288.72,3.28,0,2,108.38,9,5,0.638,Medium,Yes,-5.44,Phase I
2009,399.44,4.21,1,8,77.36,6,1,0.089,Low,No,-8.74,Phase II
2010,420.32,2.0,4,8,128.17,10,0,0.494,Low,Yes,-7.05,Phase I
2011,229.43,3.41,3,11,107.64,9,4,0.076,Medium,Yes,-6.18,Phase III
2012,292.8,0.2,5,7,68.81,2,3,0.934,High,Yes,-6.67,Preclinical
2013,292.31,3.29,0,11,90.97,3,4,0.411,Low,Yes,-8.34,Phase I
2014,279.51,1.54,5,9,63.19,10,1,0.158,High,Yes,-6.24,Preclinical
2015,412.21,2.87,5,8,84.52,8,2,0.364,High,Yes,-7.27,Phase I
2016,335.46,2.2,5,9,73.36,5,1,0.552,Low,No,-10.08,Phase I
2017,330.16,4.08,0,9,125.24,13,0,0.683,Low,No,-5.67,Preclinical
2018,199.71,1.45,1,6,153.48,0,1,0.825,Medium,No,-8.42,Preclinical
2019,397.66,3.25,0,2,47.06,8,5,0.516,Medium,Yes,-7.76,Phase II
2020,257.06,2.16,2,7,32.3,8,2,0.417,Low,Yes,-7.04,Preclinical
2021,354.49,2.31,4,3,82.64,4,2,0.671,High,No,-8.3,Phase I
2022,370.8,2.28,0,7,44.45,7,3,0.664,Medium,Yes,-6.36,Phase III
2023,452.05,1.49,0,9,91.39,6,3,0.53,Low,Yes,-9.16,Phase I
2024,251.84,2.48,1,10,112.47,10,5,0.702,Medium,Yes,-8.36,Phase II
2025,123.54,2.42,2,10,134.82,7,2,0.347,Low,Yes,-5.66,Phase II
2026,363.79,2.79,0,2,96.04,8,5,0.494,Low,Yes,-7.46,Preclinical
2027,485.04,2.6,4,6,84.21,13,2,-0.008,High,Yes,-9.09,Preclinical
2028,442.92,3.46,4,6,30.65,1,0,0.847,High,No,-7.38,Phase II
2029,365.72,3.61,0,9,90.79,9,1,0.377,Low,Yes,-6.9,Phase II
2030,313.13,1.24,5,9,92.14,4,3,0.849,Medium,No,-9.88,Preclinical
2031,410.53,3.54,5,5,109.17,7,0,0.336,Medium,No,-5.02,Preclinical
2032,276.98,1.08,2,5,68.75,2,1,0.576,Low,Yes,-4.82,Preclinical
2033,385.73,3.21,4,9,76.95,10,3,0.514,Low,No,-7.32,Phase II
2034,387.91,3.24,5,8,45.66,14,5,0.35,Medium,No,-7.8,Phase I
2035,429.52,0.21,4,7,21.26,10,0,0.62,Medium,Yes,-7.47,Phase III
2036,556.97,2.61,2,8,56.75,5,4,0.819,Low,Yes,-6.16,Phase III
2037,379.43,1.94,2,6,42.89,5,4,0.947,Low,Yes,-6.82,Phase II
2038,311.83,1.59,5,3,100.1,6,3,0.686,Low,Yes,-7.14,Phase II
2039,348.08,4.12,0,7,74.46,12,0,0.197,Low,Yes,-5.43,Preclinical
2040,217.32,1.72,3,8,73.85,10,1,0.149,Medium,Yes,-5.8,Preclinical
2041,297.9,1.53,1,8,60.47,2,1,0.785,Low,Yes,-8.94,Phase I
2042,319.3,2.59,3,1,-6.98,7,0,0.251,Low,Yes,-6.17,Preclinical
2043,310.69,3.32,3,7,135.25,7,4,0.654,High,Yes,-5.77,Preclinical
2044,361.43,2.33,4,3,59.99,8,0,0.533,Low,Yes,-7.08,Phase II
2045,288.32,3.9,2,2,77.63,7,4,0.83,Low,No,-6.6,Phase I
2046,434.08,3.14,4,2,46.35,2,4,0.627,High,Yes,-7.96,Phase II
2047,350.02,-0.11,5,8,119.16,5,5,0.492,Medium,No,-9.31,Preclinical
2048,349.3,1.86,1,9,94.3,8,5,1.015,Medium,Yes,-4.67,Preclinical
2049,325.41,1.83,5,3,65.21,0,1,0.706,Low,Yes,-9.51,Phase I
2050,361.64,3.08,0,3,78.23,2,3,0.639,Low,Yes,-4.98,Phase III
2051,411.88,-0.65,1,6,140.35,1,2,0.329,Medium,Yes,-7.6,Phase II
2052,284.97,5.56,4,11,87.81,11,0,0.213,Medium,No,-5.63,Preclinical
2053,300.64,3.14,4,10,84.55,7,4,0.435,Low,Yes,-7.47,Preclinical
2054,327.22,2.68,5,1,61.76,5,0,0.125,Low,Yes,-6.09,Phase III
2055,249.06,3.92,4,6,33.16,9,3,0.42,High,Yes,-6.83,Preclinical
2056,288.56,5.31,4,3,85.2,10,3,0.7,Low,Yes,-8.5,Preclinical
2057,314.28,3.54,3,11,99.76,10,2,0.745,Low,No,-7.3,Preclinical
2058,415.58,3.64,0,4,122.99,7,2,0.414,Low,Yes,-7.71,Phase I
2059,369.69,2.66,3,9,22.55,1,4,1.234,Medium,No,-6.54,Phase I
2060,364.52,2.33,4,3,56.25,10,5,0.818,Medium,Yes,-7.29,Preclinical
2061,413.82,1.93,2,1,72.58,5,2,0.493,Medium,Yes,-7.07,Phase I
2062,339.7,1.51,3,3,89.9,6,5,0.785,Low,Yes,-9.04,Preclinical
2063,379.28,1.68,4,7,85.65,7,5,0.355,Low,Yes,-9.42,Phase I
2064,342.26,0.88,4,7,86.35,8,4,0.563,Low,No,-7.39,Phase I
2065,369.9,2.41,0,11,102.24,4,1,0.41,Medium,Yes,-7.23,Phase I
2066,306.29,0.48,5,5,62.9,10,5,0.197,Medium,Yes,-9.08,Preclinical
2067,167.09,2.73,1,1,118.02,2,4,0.633,High,No,-6.64,Phase I
2068,339.93,2.46,3,11,103.0,1,2,0.499,Low,Yes,-6.58,Phase I
2069,456.71,2.68,3,8,80.41,7,0,0.517,Medium,Yes,-7.27,Phase I
2070,419.47,1.87,3,10,138.03,0,2,0.493,Medium,Yes,-7.48,Phase I
2071,422.4,6.19,4,8,136.69,9,3,0.275,Low,Yes,-9.4,Phase I
2072,442.71,4.13,0,10,117.99,14,2,0.897,Low,Yes,-9.43,Preclinical
2073,356.65,1.01,4,10,-0.56,5,1,0.562,Medium,Yes,-6.91,Preclinical
2074,364.8,2.78,4,10,137.37,1,4,0.433,High,No,-8.74,Preclinical
2075,303.68,1.77,5,2,113.84,2,5,0.173,Low,Yes,-8.64,Phase II
2076,326.29,1.28,2,10,150.19,7,3,0.851,High,No,-7.08,Phase I
2077,396.18,0.89,0,3,127.12,0,4,0.729,Medium,Yes,-4.44,Phase II
2078,440.29,3.02,3,4,137.35,5,4,0.5,Low,Yes,-8.1,Phase II
2079,339.54,1.68,1,1,116.36,2,5,0.179,Low,No,-4.42,Phase III
2080,316.24,3.66,3,4,130.46,5,2,0.915,Low,No,-7.61,Preclinical
2081,350.04,3.69,4,5,149.82,2,0,0.409,Low,Yes,-6.65,Preclinical
2082,395.09,4.15,0,3,96.5,10,3,0.332,Low,Yes,-6.06,Phase II
2083,241.71,1.48,0,11,42.83,10,5,0.488,Low,No,-5.95,Preclinical
2084,177.79,3.07,0,10,80.78,7,1,0.594,High,No,-6.99,Phase I
2085,308.71,3.26,2,2,101.7,4,1,0.458,Medium,No,-7.84,Preclinical
2086,258.45,1.93,3,6,92.25,3,0,-0.347,Medium,Yes,-6.26,Phase III
2087,311.89,1.57,2,8,52.6,8,0,0.562,Low,Yes,-6.86,Phase I
2088,338.92,4.43,5,7,41.07,14,2,0.731,Low,Yes,-8.15,Preclinical
2089,316.01,2.77,1,11,67.77,4,1,0.277,Low,No,-5.39,Phase II
2090,458.94,3.26,5,1,114.23,11,3,0.89,High,Yes,-6.81,Preclinical
2091,374.51,1.51,4,4,137.41,13,5,0.719,Low,Yes,-8.62,Phase III
2092,372.54,1.04,2,3,117.5,3,0,0.617,Low,No,-8.8,Preclinical
2093,396.67,1.82,2,6,121.72,7,0,0.246,Medium,Yes,-4.56,Phase II
2094,264.59,2.35,5,9,87.58,7,0,0.57,Medium,No,-8.24,Preclinical
2095,427.93,1.22,4,9,37.74,7,5,0.589,Medium,Yes,-6.37,Phase II
2096,344.32,2.49,0,7,76.34,3,3,0.48,Low,Yes,-6.93,Phase III
2097,400.29,0.47,4,9,82.24,12,1,0.723,Low,Yes,-6.42,Phase II
2098,269.61,1.16,3,8,75.09,0,3,0.41,Medium,Yes,-4.63,Phase II
2099,233.47,3.31,5,5,91.64,1,5,0.432,Medium,Yes,-6.0,Preclinical
2100,411.34,3.22,4,9,103.24,3,3,0.333,Low,Yes,-6.25,Phase III
2101,378.23,2.03,0,7,115.59,9,2,0.387,Low,Yes,-7.8,Phase I
2102,282.35,1.28,4,5,81.66,1,5,0.463,Medium,No,-8.5,Phase III
2103,284.78,1.27,2,8,32.89,10,0,0.453,High,Yes,-3.87,Phase II
2104,434.41,2.05,1,7,75.51,9,1,0.442,Medium,Yes,-7.56,Preclinical
2105,260.79,3.27,2,9,91.31,13,2,0.731,High,Yes,-7.66,Phase I
2106,473.2,3.61,1,10,126.68,13,2,0.876,Medium,Yes,-7.07,Preclinical
2107,282.45,1.9,4,1,72.97,2,5,0.18,Low,No,-7.21,Phase II
2108,397.88,1.12,3,9,105.38,8,4,0.87,Low,Yes,-5.11,Phase I
2109,325.35,2.82,4,7,98.7,14,0,0.669,Medium,Yes,-6.69,Preclinical
2110,395.24,1.51,0,1,91.32,8,1,0.277,Low,No,-9.46,Phase III
2111,309.19,1.88,4,1,117.92,13,1,0.418,Medium,Yes,-8.49,Phase III
2112,337.79,4.09,1,5,70.17,14,1,0.571,Medium,Yes,-7.48,Phase III
2113,353.07,3.49,2,8,72.74,10,5,0.086,High,No,-5.96,Phase II
2114,274.84,2.69,3,9,89.64,8,0,0.478,Medium,No,-9.78,Phase II
2115,405.56,0.97,4,6,70.8,6,5,0.631,Low,Yes,-6.76,Phase II
2116,311.51,2.75,4,10,105.24,14,1,0.314,Low,Yes,-6.4,Preclinical
2117,332.86,3.78,2,8,68.6,3,3,0.13,Low,No,-6.18,Phase III
2118,275.42,2.05,3,6,96.79,0,3,0.55,High,Yes,-7.62,Phase III
2119,157.82,4.12,5,11,86.99,2,0,1.052,Low,No,-5.93,Phase II
2120,335.67,4.05,4,6,96.45,14,1,0.322,High,No,-8.72,Phase III
2121,530.95,4.5,4,4,76.21,13,5,0.328,High,No,-6.08,Phase I
2122,408.85,2.87,5,11,79.83,7,4,0.45,Medium,Yes,-7.59,Phase I
2123,348.56,3.2,1,5,92.88,3,4,0.892,Low,Yes,-7.44,Phase III
2124,330.28,4.2,1,2,96.06,9,4,0.087,Low,Yes,-7.45,Phase I
2125,351.68,3.04,0,3,89.87,9,3,0.692,Low,Yes,-6.52,Phase I
2126,391.03,1.9,2,3,141.16,1,5,0.382,Low,No,-9.16,Preclinical
2127,261.44,1.96,3,11,60.28,13,4,0.404,Low,Yes,-6.17,Phase I
2128,433.57,2.79,4,5,88.07,7,1,0.247,Low,Yes,-6.19,Phase II
2129,403.65,0.95,4,5,42.79,6,1,0.438,Medium,No,-7.95,Phase I
2130,403.86,2.33,0,6,101.16,10,4,0.255,Low,Yes,-7.5,Phase I
2131,382.89,3.82,4,5,56.54,9,2,0.364,Low,Yes,-8.79,Preclinical
2132,351.47,-0.13,2,6,81.65,8,4,-0.116,Medium,Yes,-9.24,Phase I
2133,400.46,4.34,0,8,78.84,1,2,0.067,High,Yes,-7.2,Phase III
2134,394.39,3.85,2,2,98.43,14,0,0.584,Medium,No,-7.19,Preclinical
2135,323.45,1.95,0,4,73.42,4,0,0.816,Low,No,-8.01,Preclinical
2136,306.98,3.15,4,6,72.14,5,1,1.307,Medium,Yes,-9.37,Preclinical
2137,357.64,2.5,0,5,133.08,12,5,0.731,Medium,Yes,-6.81,Phase III
2138,466.18,3.98,1,1,98.54,1,3,0.371,High,No,-8.04,Phase II
2139,257.07,3.68,3,9,73.17,14,5,0.004,Low,No,-8.62,Phase III
2140,239.94,0.82,4,3,82.47,1,1,0.635,High,Yes,-5.59,Phase I
2141,362.36,3.2,5,2,139.36,12,1,0.137,Low,No,-8.96,Phase I
2142,353.82,2.25,3,9,82.95,14,5,0.298,High,Yes,-6.66,Phase II
2143,363.0,2.6,4,7,69.32,13,3,0.722,Low,Yes,-9.75,Preclinical
2144,368.3,1.63,3,5,69.45,13,1,0.574,High,No,-9.65,Preclinical
2145,333.26,4.6,1,6,73.53,9,3,0.268,High,Yes,-6.78,Phase I
2146,461.74,3.75,3,11,72.17,13,1,0.073,Low,Yes,-8.0,Preclinical
2147,229.93,1.61,0,4,51.61,3,0,0.553,High,Yes,-9.25,Preclinical
2148,287.86,0.9,3,1,56.27,14,2,0.584,Low,Yes,-6.08,Preclinical
2149,342.26,2.04,4,4,65.12,7,1,0.876,Low,Yes,-6.94,Preclinical
2150,226.76,3.02,5,9,107.75,14,2,-0.123,Low,Yes,-10.69,Preclinical
2151,336.81,2.79,5,1,78.56,13,4,0.53,High,Yes,-6.06,Phase II
2152,474.61,4.0,2,10,83.79,14,1,0.729,Low,Yes,-9.1,Preclinical
2153,351.57,3.45,3,3,128.1,12,0,0.395,Medium,No,-10.06,Preclinical
2154,367.3,3.66,5,5,128.85,10,3,0.101,Medium,Yes,-8.73,Preclinical
2155,255.49,2.89,3,7,81.54,4,0,0.269,High,No,-7.56,Phase I
2156,303.77,0.83,5,9,71.07,8,2,0.509,Medium,Yes,-7.38,Phase I
2157,321.86,2.27,3,6,64.07,3,3,0.378,Low,No,-9.95,Phase III
2158,326.17,3.77,4,3,110.78,2,0,0.576,Low,No,-9.62,Phase II
2159,446.12,2.44,3,7,83.86,9,0,0.82,Low,Yes,-8.64,Preclinical
2160,391.83,3.1,4,4,78.41,14,0,0.4,Medium,Yes,-8.55,Preclinical
2161,266.64,2.12,4,3,65.59,7,5,0.805,Low,No,-6.36,Preclinical
2162,368.49,1.26,2,7,66.91,0,3,0.471,Low,Yes,-8.12,Phase III
2163,387.37,2.35,5,11,99.6,8,0,0.585,High,Yes,-6.39,Phase II
2164,435.51,2.87,0,11,50.54,3,0,0.471,Low,Yes,-5.86,Preclinical
2165,468.54,1.71,4,7,119.85,10,2,0.591,Medium,Yes,-6.67,Preclinical
2166,273.87,2.22,5,4,73.98,8,0,0.635,Low,No,-12.11,Phase I
2167,289.19,1.37,1,7,85.51,7,0,0.66,Low,No,-7.96,Preclinical
2168,255.68,3.84,3,11,49.89,2,4,0.501,Low,Yes,-7.75,Phase II
2169,332.45,2.15,1,2,89.63,2,3,-0.333,Low,Yes,-7.58,Phase I
2170,384.98,4.24,3,1,80.15,13,4,0.649,High,Yes,-10.62,Phase I
2171,424.05,4.33,2,2,88.5,8,5,0.007,Low,Yes,-8.65,Phase I
2172,344.3,2.4,4,4,134.15,2,2,0.348,Low,No,-9.54,Preclinical
2173,326.01,1.29,0,8,95.33,3,4,-0.098,Medium,No,-8.89,Phase I
2174,361.38,-0.0,4,3,66.16,8,5,0.925,Medium,Yes,-7.89,Phase II
2175,287.36,0.73,3,10,68.66,11,1,0.604,Medium,Yes,-8.61,Preclinical
2176,506.72,0.85,0,6,107.85,3,3,0.419,High,Yes,-8.78,Phase I
2177,229.43,4.15,4,6,128.96,10,0,0.855,Medium,No,-7.8,Phase II
2178,363.86,2.64,0,9,98.46,2,4,0.633,Low,Yes,-8.24,Preclinical
2179,501.77,2.97,3,9,110.66,13,4,0.531,Medium,Yes,-7.2,Phase I
2180,350.51,-0.16,2,4,108.29,6,0,0.599,Medium,No,-8.13,Preclinical
2181,335.75,1.06,2,9,132.57,5,0,0.404,Low,No,-9.85,Phase II
2182,323.19,3.56,4,6,31.51,0,2,0.19,Low,No,-9.05,Preclinical
2183,336.47,2.84,1,2,110.02,13,4,0.74,Low,Yes,-7.99,Phase II
2184,452.96,2.32,3,10,119.51,9,4,0.482,Low,Yes,-8.17,Preclinical
2185,184.11,3.18,4,11,49.84,7,1,0.06,Low,Yes,-9.62,Preclinical
2186,465.01,4.46,4,6,63.43,0,5,0.627,Low,No,-6.49,Phase II
2187,243.2,2.23,2,2,64.48,3,1,0.51,High,No,-7.03,Phase I
2188,330.0,2.58,0,8,68.14,5,4,0.925,High,No,-8.4,Phase III
2189,317.81,2.73,3,4,75.55,5,1,0.567,Medium,Yes,-7.75,Phase I
2190,394.14,5.37,0,5,97.28,6,4,0.205,Medium,No,-9.11,Phase I
2191,230.14,-0.02,5,8,115.97,13,3,0.052,Low,Yes,-6.22,Phase II
2192,384.66,3.32,5,11,122.44,10,2,0.816,High,Yes,-4.4,Preclinical
2193,501.82,2.36,3,8,64.87,11,1,0.484,Medium,Yes,-8.47,Preclinical
2194,247.76,3.18,1,6,64.66,13,4,0.284,Low,No,-5.66,Preclinical
2195,364.23,1.71,5,4,129.47,4,1,0.32,Low,Yes,-8.79,Preclinical
2196,300.35,2.44,2,1,109.4,4,5,0.825,Low,No,-8.3,Preclinical
2197,381.94,3.35,1,7,92.49,3,2,0.618,Low,No,-5.35,Phase III
2198,351.44,6.24,4,8,104.2,5,3,0.774,Low,Yes,-7.68,Phase II
2199,301.89,3.47,5,9,89.11,6,0,0.561,Low,No,-6.47,Phase III
2200,386.59,1.48,2,2,105.74,9,0,0.291,Low,Yes,-7.9,Phase III
2201,485.33,1.99,4,1,79.92,14,1,0.947,Low,Yes,-10.2,Phase I
2202,335.68,1.96,1,4,98.06,9,4,0.402,High,Yes,-3.99,Preclinical
2203,403.98,0.35,3,5,44.68,0,5,0.701,Low,No,-7.83,Phase I
2204,253.0,2.1,4,10,69.37,8,2,0.771,Low,Yes,-7.27,Phase III
2205,278.27,3.38,0,1,69.69,14,3,0.502,Medium,No,-8.6,Phase I
2206,385.43,0.97,3,5,78.77,13,3,0.222,High,No,-6.33,Phase I
2207,461.31,3.76,3,6,62.2,7,3,0.33,Low,Yes,-6.44,Preclinical
2208,376.67,3.09,1,3,73.99,6,0,0.669,High,Yes,-9.84,Phase I
2209,326.52,1.62,1,7,44.57,8,2,0.633,Low,No,-7.24,Preclinical
2210,349.95,2.33,2,6,106.46,2,0,0.825,Low,Yes,-6.18,Preclinical
2211,256.22,4.42,2,4,87.52,9,1,0.785,Low,No,-5.7,Phase III
2212,395.34,3.38,0,3,38.84,3,3,0.262,Medium,No,-6.53,Preclinical
2213,416.17,2.51,3,5,64.96,6,2,0.861,Low,Yes,-6.4,Phase III
2214,316.09,2.21,0,3,100.1,5,3,0.243,Medium,No,-8.31,Preclinical
2215,314.75,2.59,0,10,73.71,13,0,0.649,Low,Yes,-9.34,Phase III
2216,369.94,1.89,1,9,69.09,12,0,1.105,Medium,No,-7.97,Phase I
2217,317.25,-0.03,0,9,87.76,1,0,0.578,Low,Yes,-9.38,Phase II
2218,345.04,4.95,0,6,100.31,1,3,0.055,Low,No,-8.61,Preclinical
2219,507.48,2.69,4,11,46.91,9,2,0.419,Medium,Yes,-8.63,Phase II
2220,331.47,2.98,2,6,106.5,6,2,1.044,Medium,No,-8.91,Phase III
2221,323.12,2.43,2,4,65.99,8,1,0.448,Low,Yes,-6.7,Preclinical
2222,301.43,1.62,3,4,89.46,10,3,0.832,Medium,Yes,-9.02,Preclinical
2223,405.81,2.28,2,2,88.94,14,1,0.261,Medium,Yes,-4.75,Preclinical
2224,336.41,0.58,5,10,74.19,11,5,0.411,Low,No,-6.02,Preclinical
2225,301.3,5.23,3,4,59.29,8,1,0.446,High,Yes,-5.72,Preclinical
